ts, z0, z1, z2, z3, z4, z5, z6, z7, z8, z9, z10, z11, z12, z13, z14, z15, z16, z17, z18, z19, z20, z21, z22, z23, z24, z25, z26, z27, z28, z29, z30, z31, z32, z33, z34, z35, z36, z37, z38, z39, z40, z41, z42, z43, z44, z45, z46, z47, z48, z49, z50, z51, z52, z53, z54, z55, z56, z57, z58, z59, z60, z61, z62, z63, z64, z65, z66, z67, z68, z69, z70, z71, z72, z73, z74, z75, z76, z77, z78, z79, z80, z81, z82, z83, z84, z85, z86, z87, z88, z89, z90, z91, z92, z93, z94, z95, z96, z97, z98, z99, z100, z101, z102, z103, z104, z105, z106, z107, z108, z109, z110, z111, z112, z113, z114, z115, z116, z117, z118, z119, z120, z121, z122, z123, z124, z125
135, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 35, 24, 28, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 12, 12, 12, 13, 11, 13, 13, 21, 23, 19, 23, 23, 18, 24, 23, 22, 24, 22, 25, 24, 20, 22, 22, 18, 20, 18, 19, 22, 19, 19, 18, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 14, 14, 16, 16, 13, 13, 13, 13, 16, 16, 18, 18, 17, 18, 18, 17, 17, 17, 17, 31, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 17, 18, 18, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
136, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 35, 24, 28, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 12, 12, 12, 13, 11, 13, 13, 21, 23, 19, 23, 23, 19, 24, 23, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 19, 22, 19, 19, 20, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 14, 14, 16, 16, 13, 13, 13, 13, 16, 16, 18, 18, 17, 18, 18, 17, 17, 17, 17, 31, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 17, 18, 18, 18, 19, 19, 21, 21, 19, 17, 17, 18, 19, 19
137, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 35, 24, 28, 24, 23, 11, 11, 13, 12, 11, 11, 12, 11, 12, 12, 11, 11, 12, 12, 12, 13, 11, 13, 13, 21, 23, 20, 24, 23, 19, 24, 23, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 19, 22, 19, 19, 20, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 14, 14, 16, 16, 13, 13, 13, 13, 16, 16, 18, 20, 17, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 19, 19, 19, 19, 18, 20, 17, 20, 20, 18, 19, 19, 21, 21, 19, 17, 17, 18, 19, 19
138, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 35, 24, 28, 24, 23, 11, 12, 13, 12, 12, 11, 12, 11, 12, 12, 11, 11, 12, 12, 12, 13, 11, 13, 13, 21, 23, 20, 24, 23, 19, 24, 23, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 19, 22, 19, 19, 20, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 15, 14, 14, 16, 16, 13, 15, 13, 15, 16, 16, 18, 20, 17, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 17, 20, 20, 18, 19, 19, 21, 21, 19, 17, 17, 18, 19, 19
139, 21, 16, 17, 21, 16, 17, 21, 21, 21, 16, 17, 21, 16, 17, 16, 17, 16, 17, 35, 24, 28, 24, 23, 12, 12, 13, 12, 12, 11, 12, 12, 12, 13, 12, 12, 12, 12, 12, 13, 12, 13, 13, 21, 23, 20, 24, 23, 19, 24, 23, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 19, 22, 19, 19, 20, 19, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 16, 17, 15, 15, 15, 15, 16, 17, 18, 20, 17, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 17, 20, 20, 18, 19, 19, 21, 21, 19, 17, 17, 18, 19, 19
140, 21, 17, 17, 21, 17, 17, 21, 21, 21, 17, 17, 21, 17, 17, 17, 17, 17, 17, 35, 24, 28, 24, 23, 12, 12, 13, 12, 12, 11, 12, 12, 12, 13, 12, 12, 12, 12, 12, 13, 12, 13, 13, 21, 23, 20, 24, 25, 20, 24, 25, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 19, 22, 21, 19, 20, 19, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 17, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 17, 20, 20, 18, 19, 19, 21, 21, 19, 17, 17, 18, 19, 19
141, 21, 17, 17, 21, 17, 17, 21, 21, 21, 17, 17, 21, 17, 17, 17, 17, 17, 17, 35, 24, 28, 24, 23, 12, 12, 13, 12, 12, 11, 12, 12, 12, 13, 12, 12, 12, 12, 12, 13, 12, 13, 13, 21, 23, 20, 24, 25, 20, 24, 25, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 19, 22, 21, 19, 20, 19, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 17, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 17, 20, 20, 18, 19, 19, 21, 21, 19, 17, 17, 18, 19, 19
142, 21, 17, 17, 21, 17, 17, 21, 21, 21, 17, 17, 21, 17, 17, 17, 17, 17, 17, 35, 24, 28, 24, 23, 12, 12, 13, 12, 12, 11, 12, 12, 12, 13, 12, 12, 12, 12, 12, 13, 12, 13, 13, 21, 23, 20, 24, 25, 20, 24, 25, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 21, 22, 21, 19, 20, 21, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 17, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 17, 20, 20, 18, 20, 20, 21, 21, 19, 17, 17, 18, 20, 20
143, 21, 17, 17, 21, 17, 17, 21, 21, 21, 17, 17, 21, 17, 17, 17, 17, 17, 17, 35, 24, 28, 24, 23, 12, 12, 13, 12, 12, 11, 12, 12, 12, 13, 12, 12, 14, 14, 14, 13, 12, 13, 13, 21, 23, 20, 24, 25, 20, 24, 25, 24, 24, 22, 25, 24, 20, 22, 22, 18, 20, 20, 21, 22, 21, 19, 20, 21, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 17, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 17, 20, 20, 18, 20, 20, 21, 21, 19, 17, 17, 18, 20, 20
144, 21, 17, 17, 22, 17, 17, 21, 22, 22, 17, 17, 22, 17, 17, 17, 17, 17, 17, 35, 24, 28, 24, 23, 12, 12, 13, 12, 12, 11, 12, 12, 12, 13, 12, 12, 14, 14, 14, 13, 12, 13, 13, 21, 23, 20, 24, 25, 20, 24, 25, 24, 24, 24, 25, 24, 20, 22, 22, 18, 20, 20, 21, 22, 21, 19, 20, 21, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 18, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 18, 20, 20, 18, 20, 20, 21, 21, 19, 17, 17, 18, 20, 20
145, 21, 17, 17, 22, 17, 17, 21, 22, 22, 17, 17, 22, 17, 17, 17, 17, 17, 17, 35, 24, 28, 24, 23, 12, 12, 13, 12, 12, 11, 12, 12, 12, 13, 12, 12, 14, 14, 14, 13, 12, 13, 13, 21, 23, 20, 24, 25, 20, 24, 25, 24, 24, 24, 25, 24, 20, 22, 22, 18, 20, 20, 21, 22, 21, 19, 20, 21, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 18, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 18, 20, 20, 18, 20, 20, 21, 21, 21, 17, 17, 18, 20, 20
146, 21, 17, 17, 22, 17, 17, 23, 22, 22, 17, 17, 22, 17, 17, 17, 17, 17, 17, 35, 26, 28, 24, 23, 12, 12, 13, 14, 12, 11, 14, 12, 14, 13, 12, 12, 14, 14, 14, 13, 12, 13, 13, 21, 23, 20, 24, 25, 20, 24, 25, 24, 24, 24, 25, 24, 20, 22, 22, 18, 20, 20, 21, 22, 21, 19, 20, 21, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 18, 20, 20, 17, 17, 17, 17, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 18, 20, 20, 18, 20, 20, 22, 22, 21, 19, 19, 18, 20, 20
147, 21, 17, 17, 22, 17, 17, 23, 22, 22, 17, 17, 22, 17, 17, 17, 17, 17, 17, 35, 26, 28, 24, 23, 12, 14, 13, 14, 14, 11, 14, 12, 14, 13, 12, 12, 14, 14, 14, 13, 12, 13, 13, 23, 23, 20, 24, 25, 20, 25, 25, 25, 24, 24, 25, 24, 20, 22, 22, 18, 20, 20, 21, 22, 21, 21, 20, 21, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 18, 20, 20, 17, 18, 18, 18, 31, 19, 19, 19, 19, 21, 19, 21, 21, 18, 20, 18, 20, 20, 18, 20, 20, 22, 22, 21, 19, 19, 18, 20, 20
148, 21, 17, 17, 22, 17, 17, 23, 22, 22, 17, 17, 22, 17, 17, 17, 17, 17, 17, 35, 26, 28, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 20, 24, 25, 20, 25, 25, 25, 24, 24, 25, 24, 20, 22, 22, 18, 20, 20, 21, 22, 21, 21, 20, 21, 12, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 18, 20, 18, 20, 20, 17, 18, 18, 18, 32, 19, 19, 19, 20, 21, 19, 21, 21, 18, 20, 18, 20, 20, 18, 20, 20, 22, 22, 21, 20, 20, 18, 20, 20
149, 21, 17, 17, 22, 17, 17, 23, 22, 22, 17, 17, 22, 17, 17, 17, 17, 17, 17, 35, 26, 28, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 20, 24, 25, 21, 25, 25, 25, 24, 24, 25, 24, 20, 23, 23, 18, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 18, 21, 21, 17, 18, 18, 18, 32, 19, 19, 19, 20, 22, 19, 22, 22, 20, 21, 18, 21, 21, 18, 20, 20, 22, 22, 21, 20, 20, 18, 20, 20
150, 21, 17, 17, 22, 17, 17, 23, 22, 22, 17, 17, 22, 17, 17, 17, 17, 17, 17, 35, 26, 28, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 20, 24, 26, 21, 25, 26, 25, 24, 24, 25, 24, 20, 23, 23, 18, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 18, 21, 21, 17, 18, 18, 18, 34, 19, 19, 19, 20, 22, 19, 22, 22, 20, 21, 18, 21, 21, 18, 20, 20, 22, 22, 21, 20, 20, 18, 20, 20
151, 21, 17, 17, 23, 17, 17, 23, 23, 23, 17, 17, 23, 17, 17, 17, 17, 17, 17, 35, 26, 30, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 20, 24, 27, 21, 25, 27, 25, 24, 24, 25, 24, 20, 23, 23, 18, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 18, 21, 21, 17, 18, 18, 18, 34, 19, 19, 19, 20, 22, 19, 22, 22, 20, 21, 18, 21, 21, 18, 20, 20, 22, 22, 21, 20, 20, 18, 20, 20
152, 21, 17, 17, 24, 17, 17, 23, 24, 24, 17, 17, 24, 17, 17, 17, 17, 17, 17, 35, 26, 30, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 20, 24, 27, 21, 25, 27, 25, 24, 24, 25, 24, 20, 23, 23, 19, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 18, 21, 21, 17, 18, 18, 18, 34, 19, 19, 19, 20, 22, 19, 22, 22, 20, 21, 18, 21, 21, 18, 20, 20, 22, 22, 21, 20, 20, 18, 20, 20
153, 21, 17, 17, 24, 17, 17, 23, 24, 24, 17, 17, 24, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 20, 24, 27, 21, 25, 27, 25, 24, 24, 25, 26, 20, 23, 23, 19, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 18, 21, 21, 17, 18, 18, 18, 34, 21, 21, 21, 20, 22, 19, 22, 22, 20, 21, 18, 21, 21, 19, 20, 20, 23, 23, 21, 20, 20, 19, 20, 20
154, 21, 17, 17, 24, 17, 17, 23, 24, 24, 17, 17, 24, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 24, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 19, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 18, 21, 21, 17, 18, 18, 18, 34, 21, 21, 21, 20, 22, 19, 22, 22, 20, 21, 18, 21, 21, 19, 20, 20, 23, 23, 21, 20, 20, 19, 20, 20
155, 23, 17, 17, 24, 17, 17, 23, 24, 24, 17, 17, 24, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 11, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 24, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 19, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 19, 21, 21, 17, 19, 19, 19, 34, 21, 21, 21, 20, 22, 19, 22, 22, 20, 21, 19, 21, 21, 19, 20, 20, 23, 23, 21, 20, 20, 19, 20, 20
156, 23, 17, 17, 24, 17, 17, 23, 24, 24, 17, 17, 24, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 24, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 19, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 19, 21, 21, 17, 19, 19, 19, 34, 21, 21, 21, 20, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 20, 20, 23, 23, 21, 20, 20, 19, 20, 20
157, 23, 17, 17, 26, 17, 17, 23, 26, 26, 17, 17, 26, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 24, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 19, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 19, 21, 21, 17, 19, 19, 19, 34, 21, 21, 21, 20, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 20, 20, 23, 23, 21, 20, 20, 19, 20, 20
158, 23, 17, 17, 26, 17, 17, 23, 26, 26, 17, 17, 26, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 24, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 19, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 19, 21, 21, 17, 19, 19, 19, 34, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 21, 21, 23, 23, 21, 20, 20, 19, 21, 21
159, 23, 17, 17, 26, 17, 17, 23, 26, 26, 17, 17, 26, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 19, 21, 21, 17, 19, 19, 19, 34, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 21, 21, 23, 23, 21, 20, 20, 19, 21, 21
160, 23, 17, 17, 26, 17, 17, 23, 26, 26, 17, 17, 26, 17, 17, 17, 17, 17, 17, 35, 26, 32, 24, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 19, 21, 21, 17, 19, 19, 19, 36, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 21, 21, 23, 23, 21, 20, 20, 19, 21, 21
161, 23, 17, 17, 26, 17, 17, 23, 26, 26, 17, 17, 26, 17, 17, 17, 17, 17, 17, 35, 26, 34, 25, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 17, 15, 15, 15, 15, 17, 17, 20, 21, 19, 21, 21, 18, 19, 19, 19, 36, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 22, 22, 23, 23, 21, 20, 20, 19, 22, 22
162, 23, 17, 18, 26, 17, 18, 23, 26, 26, 17, 18, 26, 17, 18, 17, 18, 17, 18, 35, 27, 34, 25, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 17, 18, 15, 15, 15, 15, 17, 18, 20, 21, 19, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 22, 22, 23, 23, 21, 20, 20, 19, 22, 22
163, 23, 18, 18, 26, 18, 18, 23, 26, 26, 18, 18, 26, 18, 18, 18, 18, 18, 18, 35, 27, 34, 25, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 27, 21, 25, 27, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 19, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 22, 22, 23, 23, 21, 20, 20, 19, 22, 22
164, 23, 18, 18, 26, 18, 18, 25, 26, 26, 18, 18, 26, 18, 18, 18, 18, 18, 18, 35, 27, 34, 25, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 28, 21, 25, 28, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 21, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 19, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 22, 22, 23, 23, 21, 20, 20, 19, 22, 22
165, 23, 18, 18, 26, 18, 18, 25, 26, 26, 18, 18, 26, 18, 18, 18, 18, 18, 18, 35, 27, 34, 25, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 29, 21, 25, 29, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 22, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 19, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 19, 21, 21, 19, 22, 22, 23, 23, 21, 20, 20, 19, 22, 22
166, 23, 18, 18, 26, 18, 18, 25, 26, 26, 18, 18, 26, 18, 18, 18, 18, 18, 18, 35, 28, 34, 26, 23, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 29, 22, 25, 29, 25, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 22, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
167, 23, 18, 18, 26, 18, 18, 25, 26, 26, 18, 18, 26, 18, 18, 18, 18, 18, 18, 35, 28, 34, 26, 24, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 14, 14, 14, 13, 14, 13, 13, 23, 23, 21, 26, 29, 22, 26, 29, 26, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 22, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
168, 23, 18, 18, 27, 18, 18, 26, 27, 27, 18, 18, 27, 18, 18, 18, 18, 18, 18, 35, 28, 34, 26, 24, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 15, 15, 15, 13, 14, 13, 13, 23, 23, 21, 26, 29, 22, 26, 29, 26, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 22, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
169, 23, 18, 18, 27, 18, 18, 26, 27, 27, 18, 18, 27, 18, 18, 18, 18, 18, 18, 35, 28, 34, 26, 24, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 15, 15, 15, 13, 14, 13, 13, 24, 23, 21, 26, 29, 22, 27, 29, 26, 26, 24, 25, 26, 20, 23, 23, 20, 20, 20, 23, 22, 21, 22, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 18, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
